specialty,date,year,wait_type,total_waiting
Radiology,2024-05-30,2024,Outpatient,21.0
Respiratory Medicine,2024-05-30,2024,Outpatient,23723.0
Rheumatology,2024-05-30,2024,Outpatient,12076.0
Small Volume Specialties,2024-05-30,2024,Outpatient,660.0
Urology,2024-05-30,2024,Outpatient,22963.0
Vascular Surgery,2024-05-30,2024,Outpatient,11715.0
Cardio-Thoracic Surgery,2024-05-30,2024,Outpatient,86.0
Cardiology,2024-05-30,2024,Outpatient,38.0
Clinical (Medical) Genetics,2024-05-30,2024,Outpatient,348.0
Clinical Immunology,2024-05-30,2024,Outpatient,884.0
Dental Surgery,2024-05-30,2024,Outpatient,388.0
Dermatology,2024-05-30,2024,Outpatient,3696.0
Developmental Paediatrics,2024-05-30,2024,Outpatient,962.0
General Surgery,2024-05-30,2024,Outpatient,1278.0
Gynaecology,2024-05-30,2024,Outpatient,668.0
Haematology,2024-05-30,2024,Outpatient,72.0
Immunology,2024-05-30,2024,Outpatient,342.0
Maxillo-Facial,2024-05-30,2024,Outpatient,370.0
Ophthalmology,2024-05-30,2024,Outpatient,3639.0
Orthopaedics,2024-05-30,2024,Outpatient,2859.0
Otolaryngology (ENT),2024-05-30,2024,Outpatient,8811.0
Paed Cardiology,2024-05-30,2024,Outpatient,5488.0
Paed Endocrinology,2024-05-30,2024,Outpatient,685.0
Paed Gastro-Enterol,2024-05-30,2024,Outpatient,940.0
Paed Haematology,2024-05-30,2024,Outpatient,321.0
Paed Metabolic Medicine,2024-05-30,2024,Outpatient,38.0
Paed Nephrology,2024-05-30,2024,Outpatient,604.0
Paed Orthopaedic,2024-05-30,2024,Outpatient,4277.0
Paediatric Dermatology,2024-05-30,2024,Outpatient,6348.0
Paediatric ENT,2024-05-30,2024,Outpatient,7275.0
Paediatric Infectious Diseases,2024-05-30,2024,Outpatient,65.0
Paediatric Neurology,2024-05-30,2024,Outpatient,1384.0
Paediatric Neurosurgery,2024-05-30,2024,Outpatient,48.0
Paediatric Respiratory Medicine,2024-05-30,2024,Outpatient,1657.0
Paediatric Surgery,2024-05-30,2024,Outpatient,2977.0
Paediatric Urology,2024-05-30,2024,Outpatient,1564.0
Paediatrics,2024-05-30,2024,Outpatient,20509.0
Plastic Surgery,2024-05-30,2024,Outpatient,1122.0
Rheumatology,2024-05-30,2024,Outpatient,918.0
Small Volume Specialties,2024-05-30,2024,Outpatient,677.0
Urology,2024-05-30,2024,Outpatient,1819.0
Anaesthetics,2024-06-27,2024,Outpatient,28.0
Breast Surgery,2024-06-27,2024,Outpatient,2896.0
Cardio-Thoracic Surgery,2024-06-27,2024,Outpatient,389.0
Cardiology,2024-06-27,2024,Outpatient,40371.0
Chemical Pathology,2024-06-27,2024,Outpatient,70.0
Clinical (Medical) Genetics,2024-06-27,2024,Outpatient,2638.0
Clinical Immunology,2024-06-27,2024,Outpatient,3239.0
Clinical Neurophysiology,2024-06-27,2024,Outpatient,1631.0
Dermatology,2024-06-27,2024,Outpatient,54214.0
Diabetes Mellitus,2024-06-27,2024,Outpatient,2020.0
Endocrinology,2024-06-27,2024,Outpatient,18875.0
Gastro-Enterology,2024-06-27,2024,Outpatient,17329.0
Gastro-Intestinal Surgery,2024-06-27,2024,Outpatient,689.0
General Medicine,2024-06-27,2024,Outpatient,13411.0
General Surgery,2024-06-27,2024,Outpatient,33187.0
Geriatric Medicine,2024-06-27,2024,Outpatient,4428.0
Gynaecology,2024-06-27,2024,Outpatient,29523.0
Haematology,2024-06-27,2024,Outpatient,9844.0
Hepato-Biliary Surgery,2024-06-27,2024,Outpatient,136.0
Infectious Diseases,2024-06-27,2024,Outpatient,1656.0
Maxillo-Facial,2024-06-27,2024,Outpatient,3439.0
Metabolic Medicine,2024-06-27,2024,Outpatient,110.0
Nephrology,2024-06-27,2024,Outpatient,4112.0
Neurology,2024-06-27,2024,Outpatient,22574.0
Neurosurgery,2024-06-27,2024,Outpatient,11441.0
Oncology,2024-06-27,2024,Outpatient,616.0
Ophthalmology,2024-06-27,2024,Outpatient,33335.0
Orthopaedics,2024-06-27,2024,Outpatient,65698.0
Otolaryngology (ENT),2024-06-27,2024,Outpatient,36524.0
Paediatric Dermatology,2024-06-27,2024,Outpatient,25.0
Paediatric Neurology,2024-06-27,2024,Outpatient,22.0
Paediatrics,2024-06-27,2024,Outpatient,146.0
Pain Relief,2024-06-27,2024,Outpatient,14366.0
Palliative Medicine,2024-06-27,2024,Outpatient,23.0
Pathology,2024-06-27,2024,Outpatient,192.0
Plastic Surgery,2024-06-27,2024,Outpatient,13213.0
Psychiatry,2024-06-27,2024,Outpatient,471.0
Respiratory Medicine,2024-06-27,2024,Outpatient,24273.0
Rheumatology,2024-06-27,2024,Outpatient,12247.0
Small Volume Specialties,2024-06-27,2024,Outpatient,697.0
Urology,2024-06-27,2024,Outpatient,23104.0
Vascular Surgery,2024-06-27,2024,Outpatient,12080.0
Cardio-Thoracic Surgery,2024-06-27,2024,Outpatient,88.0
Cardiology,2024-06-27,2024,Outpatient,29.0
Clinical (Medical) Genetics,2024-06-27,2024,Outpatient,311.0
Clinical Immunology,2024-06-27,2024,Outpatient,864.0
Dental Surgery,2024-06-27,2024,Outpatient,418.0
Dermatology,2024-06-27,2024,Outpatient,3707.0
Developmental Paediatrics,2024-06-27,2024,Outpatient,965.0
General Surgery,2024-06-27,2024,Outpatient,1253.0
Gynaecology,2024-06-27,2024,Outpatient,644.0
Haematology,2024-06-27,2024,Outpatient,61.0
Immunology,2024-06-27,2024,Outpatient,350.0
Maxillo-Facial,2024-06-27,2024,Outpatient,383.0
Ophthalmology,2024-06-27,2024,Outpatient,3614.0
Orthopaedics,2024-06-27,2024,Outpatient,2797.0
Otolaryngology (ENT),2024-06-27,2024,Outpatient,9086.0
Paed Cardiology,2024-06-27,2024,Outpatient,4969.0
Paed Endocrinology,2024-06-27,2024,Outpatient,680.0
Paed Gastro-Enterol,2024-06-27,2024,Outpatient,965.0
Paed Haematology,2024-06-27,2024,Outpatient,307.0
Paed Metabolic Medicine,2024-06-27,2024,Outpatient,44.0
Paed Nephrology,2024-06-27,2024,Outpatient,621.0
Paed Orthopaedic,2024-06-27,2024,Outpatient,4206.0
Paediatric Dermatology,2024-06-27,2024,Outpatient,6348.0
Paediatric ENT,2024-06-27,2024,Outpatient,7266.0
Paediatric Infectious Diseases,2024-06-27,2024,Outpatient,40.0
Paediatric Neurology,2024-06-27,2024,Outpatient,1415.0
Paediatric Neurosurgery,2024-06-27,2024,Outpatient,36.0
Paediatric Respiratory Medicine,2024-06-27,2024,Outpatient,1648.0
Paediatric Surgery,2024-06-27,2024,Outpatient,2853.0
Paediatric Urology,2024-06-27,2024,Outpatient,1612.0
Paediatrics,2024-06-27,2024,Outpatient,20547.0
Plastic Surgery,2024-06-27,2024,Outpatient,1098.0
Rheumatology,2024-06-27,2024,Outpatient,919.0
Small Volume Specialties,2024-06-27,2024,Outpatient,677.0
Urology,2024-06-27,2024,Outpatient,1844.0
Anaesthetics,2024-07-25,2024,Outpatient,59.0
Breast Surgery,2024-07-25,2024,Outpatient,2661.0
Cardio-Thoracic Surgery,2024-07-25,2024,Outpatient,430.0
Cardiology,2024-07-25,2024,Outpatient,40210.0
Chemical Pathology,2024-07-25,2024,Outpatient,71.0
Clinical (Medical) Genetics,2024-07-25,2024,Outpatient,2569.0
Clinical Immunology,2024-07-25,2024,Outpatient,3340.0
Clinical Neurophysiology,2024-07-25,2024,Outpatient,1598.0
Dermatology,2024-07-25,2024,Outpatient,55580.0
Diabetes Mellitus,2024-07-25,2024,Outpatient,2015.0
Endocrinology,2024-07-25,2024,Outpatient,19161.0
Gastro-Enterology,2024-07-25,2024,Outpatient,18221.0
Gastro-Intestinal Surgery,2024-07-25,2024,Outpatient,696.0
General Medicine,2024-07-25,2024,Outpatient,12568.0
General Surgery,2024-07-25,2024,Outpatient,32452.0
Geriatric Medicine,2024-07-25,2024,Outpatient,4423.0
Gynaecology,2024-07-25,2024,Outpatient,29870.0
Haematology,2024-07-25,2024,Outpatient,9813.0
Hepato-Biliary Surgery,2024-07-25,2024,Outpatient,129.0
Infectious Diseases,2024-07-25,2024,Outpatient,1687.0
Maxillo-Facial,2024-07-25,2024,Outpatient,3012.0
Metabolic Medicine,2024-07-25,2024,Outpatient,143.0
Microbiology,2024-07-25,2024,Outpatient,23.0
Nephrology,2024-07-25,2024,Outpatient,4176.0
Neurology,2024-07-25,2024,Outpatient,22571.0
Neurosurgery,2024-07-25,2024,Outpatient,11366.0
Oncology,2024-07-25,2024,Outpatient,612.0
Ophthalmology,2024-07-25,2024,Outpatient,33626.0
Orthopaedics,2024-07-25,2024,Outpatient,66333.0
Otolaryngology (ENT),2024-07-25,2024,Outpatient,36372.0
Paed Cardiology,2024-07-25,2024,Outpatient,23.0
Paediatric Dermatology,2024-07-25,2024,Outpatient,23.0
Paediatric Neurology,2024-07-25,2024,Outpatient,26.0
Paediatrics,2024-07-25,2024,Outpatient,163.0
Pain Relief,2024-07-25,2024,Outpatient,14550.0
Palliative Medicine,2024-07-25,2024,Outpatient,22.0
Pathology,2024-07-25,2024,Outpatient,186.0
Plastic Surgery,2024-07-25,2024,Outpatient,13093.0
Psychiatry,2024-07-25,2024,Outpatient,494.0
Respiratory Medicine,2024-07-25,2024,Outpatient,24308.0
Rheumatology,2024-07-25,2024,Outpatient,12583.0
Small Volume Specialties,2024-07-25,2024,Outpatient,639.0
Urology,2024-07-25,2024,Outpatient,23134.0
Vascular Surgery,2024-07-25,2024,Outpatient,12400.0
Cardio-Thoracic Surgery,2024-07-25,2024,Outpatient,88.0
Cardiology,2024-07-25,2024,Outpatient,26.0
Clinical (Medical) Genetics,2024-07-25,2024,Outpatient,258.0
Clinical Immunology,2024-07-25,2024,Outpatient,809.0
Dental Surgery,2024-07-25,2024,Outpatient,440.0
Dermatology,2024-07-25,2024,Outpatient,3789.0
Developmental Paediatrics,2024-07-25,2024,Outpatient,954.0
General Surgery,2024-07-25,2024,Outpatient,1196.0
Gynaecology,2024-07-25,2024,Outpatient,601.0
Haematology,2024-07-25,2024,Outpatient,36.0
Immunology,2024-07-25,2024,Outpatient,336.0
Maxillo-Facial,2024-07-25,2024,Outpatient,341.0
Ophthalmology,2024-07-25,2024,Outpatient,3634.0
Orthopaedics,2024-07-25,2024,Outpatient,2647.0
Otolaryngology (ENT),2024-07-25,2024,Outpatient,9191.0
Paed Cardiology,2024-07-25,2024,Outpatient,4937.0
Paed Endocrinology,2024-07-25,2024,Outpatient,708.0
Paed Gastro-Enterol,2024-07-25,2024,Outpatient,877.0
Paed Haematology,2024-07-25,2024,Outpatient,307.0
Paed Metabolic Medicine,2024-07-25,2024,Outpatient,56.0
Paed Nephrology,2024-07-25,2024,Outpatient,590.0
Paed Orthopaedic,2024-07-25,2024,Outpatient,4086.0
Paediatric Dermatology,2024-07-25,2024,Outpatient,6399.0
Paediatric ENT,2024-07-25,2024,Outpatient,7197.0
Paediatric Infectious Diseases,2024-07-25,2024,Outpatient,37.0
Paediatric Neurology,2024-07-25,2024,Outpatient,1450.0
Paediatric Neurosurgery,2024-07-25,2024,Outpatient,38.0
Paediatric Respiratory Medicine,2024-07-25,2024,Outpatient,1622.0
Paediatric Surgery,2024-07-25,2024,Outpatient,2772.0
Paediatric Urology,2024-07-25,2024,Outpatient,1685.0
Paediatrics,2024-07-25,2024,Outpatient,20325.0
Pain Relief,2024-07-25,2024,Outpatient,33.0
Plastic Surgery,2024-07-25,2024,Outpatient,1132.0
Rheumatology,2024-07-25,2024,Outpatient,923.0
Small Volume Specialties,2024-07-25,2024,Outpatient,652.0
Urology,2024-07-25,2024,Outpatient,1850.0
Anaesthetics,2024-08-29,2024,Outpatient,54.0
Breast Surgery,2024-08-29,2024,Outpatient,2304.0
Cardio-Thoracic Surgery,2024-08-29,2024,Outpatient,428.0
Cardiology,2024-08-29,2024,Outpatient,39613.0
Chemical Pathology,2024-08-29,2024,Outpatient,62.0
Clinical (Medical) Genetics,2024-08-29,2024,Outpatient,2613.0
Clinical Immunology,2024-08-29,2024,Outpatient,3361.0
Clinical Neurophysiology,2024-08-29,2024,Outpatient,1429.0
Dermatology,2024-08-29,2024,Outpatient,56138.0
Diabetes Mellitus,2024-08-29,2024,Outpatient,2052.0
Endocrinology,2024-08-29,2024,Outpatient,19413.0
Gastro-Enterology,2024-08-29,2024,Outpatient,18211.0
Gastro-Intestinal Surgery,2024-08-29,2024,Outpatient,718.0
General Medicine,2024-08-29,2024,Outpatient,12586.0
General Surgery,2024-08-29,2024,Outpatient,32187.0
Geriatric Medicine,2024-08-29,2024,Outpatient,4336.0
Gynaecology,2024-08-29,2024,Outpatient,30227.0
Haematology,2024-08-29,2024,Outpatient,9929.0
Hepato-Biliary Surgery,2024-08-29,2024,Outpatient,133.0
Infectious Diseases,2024-08-29,2024,Outpatient,1686.0
Maxillo-Facial,2024-08-29,2024,Outpatient,2910.0
Metabolic Medicine,2024-08-29,2024,Outpatient,120.0
Microbiology,2024-08-29,2024,Outpatient,26.0
Nephrology,2024-08-29,2024,Outpatient,4237.0
Neurology,2024-08-29,2024,Outpatient,22831.0
Neurosurgery,2024-08-29,2024,Outpatient,11527.0
Oncology,2024-08-29,2024,Outpatient,672.0
Ophthalmology,2024-08-29,2024,Outpatient,34384.0
Orthopaedics,2024-08-29,2024,Outpatient,65134.0
Otolaryngology (ENT),2024-08-29,2024,Outpatient,36488.0
Paed Cardiology,2024-08-29,2024,Outpatient,26.0
Paediatric Dermatology,2024-08-29,2024,Outpatient,20.0
Paediatric Neurology,2024-08-29,2024,Outpatient,32.0
Paediatrics,2024-08-29,2024,Outpatient,163.0
Pain Relief,2024-08-29,2024,Outpatient,14596.0
Pathology,2024-08-29,2024,Outpatient,181.0
Plastic Surgery,2024-08-29,2024,Outpatient,13692.0
Psychiatry,2024-08-29,2024,Outpatient,486.0
Radiotherapy,2024-08-29,2024,Outpatient,29.0
Respiratory Medicine,2024-08-29,2024,Outpatient,24669.0
Rheumatology,2024-08-29,2024,Outpatient,13656.0
Small Volume Specialties,2024-08-29,2024,Outpatient,647.0
Urology,2024-08-29,2024,Outpatient,23286.0
Vascular Surgery,2024-08-29,2024,Outpatient,12594.0
Cardio-Thoracic Surgery,2024-08-29,2024,Outpatient,91.0
Cardiology,2024-08-29,2024,Outpatient,29.0
Clinical (Medical) Genetics,2024-08-29,2024,Outpatient,159.0
Clinical Immunology,2024-08-29,2024,Outpatient,834.0
Dental Surgery,2024-08-29,2024,Outpatient,445.0
Dermatology,2024-08-29,2024,Outpatient,3920.0
Developmental Paediatrics,2024-08-29,2024,Outpatient,970.0
General Surgery,2024-08-29,2024,Outpatient,1210.0
Gynaecology,2024-08-29,2024,Outpatient,602.0
Immunology,2024-08-29,2024,Outpatient,341.0
Maxillo-Facial,2024-08-29,2024,Outpatient,343.0
Ophthalmology,2024-08-29,2024,Outpatient,3628.0
Orthopaedics,2024-08-29,2024,Outpatient,2498.0
Otolaryngology (ENT),2024-08-29,2024,Outpatient,9210.0
Paed Cardiology,2024-08-29,2024,Outpatient,4715.0
Paed Endocrinology,2024-08-29,2024,Outpatient,770.0
Paed Gastro-Enterol,2024-08-29,2024,Outpatient,934.0
Paed Haematology,2024-08-29,2024,Outpatient,293.0
Paed Metabolic Medicine,2024-08-29,2024,Outpatient,53.0
Paed Nephrology,2024-08-29,2024,Outpatient,605.0
Paed Orthopaedic,2024-08-29,2024,Outpatient,4116.0
Paediatric Dermatology,2024-08-29,2024,Outpatient,6523.0
Paediatric ENT,2024-08-29,2024,Outpatient,6975.0
Paediatric Infectious Diseases,2024-08-29,2024,Outpatient,47.0
Paediatric Neurology,2024-08-29,2024,Outpatient,1492.0
Paediatric Neurosurgery,2024-08-29,2024,Outpatient,45.0
Paediatric Respiratory Medicine,2024-08-29,2024,Outpatient,1669.0
Paediatric Surgery,2024-08-29,2024,Outpatient,2702.0
Paediatric Urology,2024-08-29,2024,Outpatient,1760.0
Paediatrics,2024-08-29,2024,Outpatient,19970.0
Pain Relief,2024-08-29,2024,Outpatient,29.0
Plastic Surgery,2024-08-29,2024,Outpatient,1146.0
Rheumatology,2024-08-29,2024,Outpatient,925.0
Small Volume Specialties,2024-08-29,2024,Outpatient,694.0
Urology,2024-08-29,2024,Outpatient,1860.0
Anaesthetics,2024-09-26,2024,Outpatient,49.0
Breast Surgery,2024-09-26,2024,Outpatient,2116.0
Cardio-Thoracic Surgery,2024-09-26,2024,Outpatient,431.0
Cardiology,2024-09-26,2024,Outpatient,39750.0
Chemical Pathology,2024-09-26,2024,Outpatient,61.0
Clinical (Medical) Genetics,2024-09-26,2024,Outpatient,2620.0
Clinical Immunology,2024-09-26,2024,Outpatient,3455.0
Clinical Neurophysiology,2024-09-26,2024,Outpatient,1426.0
Dermatology,2024-09-26,2024,Outpatient,55753.0
Diabetes Mellitus,2024-09-26,2024,Outpatient,2003.0
Endocrinology,2024-09-26,2024,Outpatient,19457.0
Gastro-Enterology,2024-09-26,2024,Outpatient,17995.0
Gastro-Intestinal Surgery,2024-09-26,2024,Outpatient,635.0
General Medicine,2024-09-26,2024,Outpatient,12497.0
General Surgery,2024-09-26,2024,Outpatient,31347.0
Geriatric Medicine,2024-09-26,2024,Outpatient,4352.0
Gynaecology,2024-09-26,2024,Outpatient,30004.0
Haematology,2024-09-26,2024,Outpatient,9873.0
Hepato-Biliary Surgery,2024-09-26,2024,Outpatient,128.0
Infectious Diseases,2024-09-26,2024,Outpatient,1610.0
Maxillo-Facial,2024-09-26,2024,Outpatient,2814.0
Metabolic Medicine,2024-09-26,2024,Outpatient,114.0
Microbiology,2024-09-26,2024,Outpatient,24.0
Nephrology,2024-09-26,2024,Outpatient,4192.0
Neurology,2024-09-26,2024,Outpatient,22680.0
Neurosurgery,2024-09-26,2024,Outpatient,11139.0
Obstetrics,2024-09-26,2024,Outpatient,67.0
Oncology,2024-09-26,2024,Outpatient,696.0
Ophthalmology,2024-09-26,2024,Outpatient,34051.0
Orthopaedics,2024-09-26,2024,Outpatient,64997.0
Otolaryngology (ENT),2024-09-26,2024,Outpatient,36358.0
Paed Cardiology,2024-09-26,2024,Outpatient,22.0
Paediatric Dermatology,2024-09-26,2024,Outpatient,22.0
Paediatric Neurology,2024-09-26,2024,Outpatient,30.0
Paediatrics,2024-09-26,2024,Outpatient,162.0
Pain Relief,2024-09-26,2024,Outpatient,14377.0
Pathology,2024-09-26,2024,Outpatient,193.0
Plastic Surgery,2024-09-26,2024,Outpatient,13699.0
Psychiatry,2024-09-26,2024,Outpatient,456.0
Radiotherapy,2024-09-26,2024,Outpatient,20.0
Respiratory Medicine,2024-09-26,2024,Outpatient,24582.0
Rheumatology,2024-09-26,2024,Outpatient,13143.0
Small Volume Specialties,2024-09-26,2024,Outpatient,663.0
Urology,2024-09-26,2024,Outpatient,22779.0
Vascular Surgery,2024-09-26,2024,Outpatient,12613.0
Cardio-Thoracic Surgery,2024-09-26,2024,Outpatient,62.0
Cardiology,2024-09-26,2024,Outpatient,33.0
Clinical (Medical) Genetics,2024-09-26,2024,Outpatient,126.0
Clinical Immunology,2024-09-26,2024,Outpatient,826.0
Dental Surgery,2024-09-26,2024,Outpatient,451.0
Dermatology,2024-09-26,2024,Outpatient,3755.0
Developmental Paediatrics,2024-09-26,2024,Outpatient,938.0
General Surgery,2024-09-26,2024,Outpatient,1187.0
Gynaecology,2024-09-26,2024,Outpatient,625.0
Immunology,2024-09-26,2024,Outpatient,322.0
Maxillo-Facial,2024-09-26,2024,Outpatient,328.0
Ophthalmology,2024-09-26,2024,Outpatient,3632.0
Orthopaedics,2024-09-26,2024,Outpatient,2446.0
Otolaryngology (ENT),2024-09-26,2024,Outpatient,8789.0
Paed Cardiology,2024-09-26,2024,Outpatient,4479.0
Paed Endocrinology,2024-09-26,2024,Outpatient,767.0
Paed Gastro-Enterol,2024-09-26,2024,Outpatient,914.0
Paed Haematology,2024-09-26,2024,Outpatient,294.0
Paed Metabolic Medicine,2024-09-26,2024,Outpatient,41.0
Paed Nephrology,2024-09-26,2024,Outpatient,610.0
Paed Orthopaedic,2024-09-26,2024,Outpatient,4008.0
Paediatric Dermatology,2024-09-26,2024,Outpatient,6382.0
Paediatric ENT,2024-09-26,2024,Outpatient,6943.0
Paediatric Infectious Diseases,2024-09-26,2024,Outpatient,40.0
Paediatric Neurology,2024-09-26,2024,Outpatient,1540.0
Paediatric Neurosurgery,2024-09-26,2024,Outpatient,52.0
Paediatric Respiratory Medicine,2024-09-26,2024,Outpatient,1658.0
Paediatric Surgery,2024-09-26,2024,Outpatient,2651.0
Paediatric Urology,2024-09-26,2024,Outpatient,1884.0
Paediatrics,2024-09-26,2024,Outpatient,19710.0
Pain Relief,2024-09-26,2024,Outpatient,43.0
Plastic Surgery,2024-09-26,2024,Outpatient,1167.0
Rheumatology,2024-09-26,2024,Outpatient,928.0
Small Volume Specialties,2024-09-26,2024,Outpatient,656.0
Urology,2024-09-26,2024,Outpatient,1830.0
Anaesthetics,2024-10-31,2024,Outpatient,75.0
Breast Surgery,2024-10-31,2024,Outpatient,2220.0
Cardio-Thoracic Surgery,2024-10-31,2024,Outpatient,441.0
Cardiology,2024-10-31,2024,Outpatient,39307.0
Chemical Pathology,2024-10-31,2024,Outpatient,82.0
Clinical (Medical) Genetics,2024-10-31,2024,Outpatient,2543.0
Clinical Immunology,2024-10-31,2024,Outpatient,3613.0
Clinical Neurophysiology,2024-10-31,2024,Outpatient,1359.0
Dermatology,2024-10-31,2024,Outpatient,54186.0
Diabetes Mellitus,2024-10-31,2024,Outpatient,2109.0
Endocrinology,2024-10-31,2024,Outpatient,19866.0
Gastro-Enterology,2024-10-31,2024,Outpatient,17911.0
Gastro-Intestinal Surgery,2024-10-31,2024,Outpatient,570.0
General Medicine,2024-10-31,2024,Outpatient,11670.0
General Surgery,2024-10-31,2024,Outpatient,30222.0
Geriatric Medicine,2024-10-31,2024,Outpatient,4234.0
Gynaecology,2024-10-31,2024,Outpatient,30751.0
Haematology,2024-10-31,2024,Outpatient,10056.0
Hepato-Biliary Surgery,2024-10-31,2024,Outpatient,135.0
Infectious Diseases,2024-10-31,2024,Outpatient,1644.0
Maxillo-Facial,2024-10-31,2024,Outpatient,2564.0
Metabolic Medicine,2024-10-31,2024,Outpatient,132.0
Microbiology,2024-10-31,2024,Outpatient,20.0
Nephrology,2024-10-31,2024,Outpatient,4058.0
Neurology,2024-10-31,2024,Outpatient,22090.0
Neurosurgery,2024-10-31,2024,Outpatient,11255.0
Oncology,2024-10-31,2024,Outpatient,696.0
Ophthalmology,2024-10-31,2024,Outpatient,34437.0
Orthopaedics,2024-10-31,2024,Outpatient,64093.0
Otolaryngology (ENT),2024-10-31,2024,Outpatient,35739.0
Paed Cardiology,2024-10-31,2024,Outpatient,22.0
Paediatric Neurology,2024-10-31,2024,Outpatient,35.0
Paediatrics,2024-10-31,2024,Outpatient,141.0
Pain Relief,2024-10-31,2024,Outpatient,14551.0
Pathology,2024-10-31,2024,Outpatient,188.0
Plastic Surgery,2024-10-31,2024,Outpatient,13637.0
Psychiatry,2024-10-31,2024,Outpatient,531.0
Radiotherapy,2024-10-31,2024,Outpatient,24.0
Respiratory Medicine,2024-10-31,2024,Outpatient,24285.0
Rheumatology,2024-10-31,2024,Outpatient,12320.0
Small Volume Specialties,2024-10-31,2024,Outpatient,583.0
Urology,2024-10-31,2024,Outpatient,23000.0
Vascular Surgery,2024-10-31,2024,Outpatient,12773.0
Cardio-Thoracic Surgery,2024-10-31,2024,Outpatient,57.0
Cardiology,2024-10-31,2024,Outpatient,34.0
Clinical (Medical) Genetics,2024-10-31,2024,Outpatient,106.0
Clinical Immunology,2024-10-31,2024,Outpatient,714.0
Dental Surgery,2024-10-31,2024,Outpatient,452.0
Dermatology,2024-10-31,2024,Outpatient,3809.0
Developmental Paediatrics,2024-10-31,2024,Outpatient,929.0
General Surgery,2024-10-31,2024,Outpatient,1126.0
Gynaecology,2024-10-31,2024,Outpatient,661.0
Immunology,2024-10-31,2024,Outpatient,377.0
Maxillo-Facial,2024-10-31,2024,Outpatient,300.0
Ophthalmology,2024-10-31,2024,Outpatient,3596.0
Orthopaedics,2024-10-31,2024,Outpatient,2388.0
Otolaryngology (ENT),2024-10-31,2024,Outpatient,8810.0
Paed Cardiology,2024-10-31,2024,Outpatient,4188.0
Paed Endocrinology,2024-10-31,2024,Outpatient,752.0
Paed Gastro-Enterol,2024-10-31,2024,Outpatient,878.0
Paed Haematology,2024-10-31,2024,Outpatient,274.0
Paed Metabolic Medicine,2024-10-31,2024,Outpatient,32.0
Paed Nephrology,2024-10-31,2024,Outpatient,580.0
Paed Orthopaedic,2024-10-31,2024,Outpatient,3748.0
Paediatric Dermatology,2024-10-31,2024,Outpatient,6206.0
Paediatric ENT,2024-10-31,2024,Outpatient,6736.0
Paediatric Infectious Diseases,2024-10-31,2024,Outpatient,60.0
Paediatric Neurology,2024-10-31,2024,Outpatient,1628.0
Paediatric Neurosurgery,2024-10-31,2024,Outpatient,70.0
Paediatric Respiratory Medicine,2024-10-31,2024,Outpatient,1635.0
Paediatric Surgery,2024-10-31,2024,Outpatient,2441.0
Paediatric Urology,2024-10-31,2024,Outpatient,1939.0
Paediatrics,2024-10-31,2024,Outpatient,19189.0
Pain Relief,2024-10-31,2024,Outpatient,39.0
Plastic Surgery,2024-10-31,2024,Outpatient,1190.0
Rheumatology,2024-10-31,2024,Outpatient,932.0
Small Volume Specialties,2024-10-31,2024,Outpatient,644.0
Urology,2024-10-31,2024,Outpatient,1855.0
Anaesthetics,2024-11-28,2024,Outpatient,62.0
Breast Surgery,2024-11-28,2024,Outpatient,2212.0
Cardio-Thoracic Surgery,2024-11-28,2024,Outpatient,414.0
Cardiology,2024-11-28,2024,Outpatient,37296.0
Chemical Pathology,2024-11-28,2024,Outpatient,84.0
Clinical (Medical) Genetics,2024-11-28,2024,Outpatient,2571.0
Clinical Immunology,2024-11-28,2024,Outpatient,3597.0
Clinical Neurophysiology,2024-11-28,2024,Outpatient,1360.0
Dermatology,2024-11-28,2024,Outpatient,52384.0
Diabetes Mellitus,2024-11-28,2024,Outpatient,2027.0
Endocrinology,2024-11-28,2024,Outpatient,19683.0
Gastro-Enterology,2024-11-28,2024,Outpatient,17761.0
Gastro-Intestinal Surgery,2024-11-28,2024,Outpatient,509.0
General Medicine,2024-11-28,2024,Outpatient,10960.0
General Surgery,2024-11-28,2024,Outpatient,30287.0
Geriatric Medicine,2024-11-28,2024,Outpatient,3981.0
Gynaecology,2024-11-28,2024,Outpatient,29611.0
Haematology,2024-11-28,2024,Outpatient,9690.0
Hepato-Biliary Surgery,2024-11-28,2024,Outpatient,127.0
Infectious Diseases,2024-11-28,2024,Outpatient,1509.0
Maxillo-Facial,2024-11-28,2024,Outpatient,2535.0
Metabolic Medicine,2024-11-28,2024,Outpatient,117.0
Microbiology,2024-11-28,2024,Outpatient,20.0
Nephrology,2024-11-28,2024,Outpatient,3922.0
Neurology,2024-11-28,2024,Outpatient,21547.0
Neurosurgery,2024-11-28,2024,Outpatient,10757.0
Oncology,2024-11-28,2024,Outpatient,631.0
Ophthalmology,2024-11-28,2024,Outpatient,34300.0
Orthopaedics,2024-11-28,2024,Outpatient,61741.0
Otolaryngology (ENT),2024-11-28,2024,Outpatient,34068.0
Paed Cardiology,2024-11-28,2024,Outpatient,20.0
Paediatric Neurology,2024-11-28,2024,Outpatient,35.0
Paediatrics,2024-11-28,2024,Outpatient,141.0
Pain Relief,2024-11-28,2024,Outpatient,14580.0
Pathology,2024-11-28,2024,Outpatient,185.0
Plastic Surgery,2024-11-28,2024,Outpatient,13255.0
Psychiatry,2024-11-28,2024,Outpatient,543.0
Radiotherapy,2024-11-28,2024,Outpatient,23.0
